Brain - Cortex;Brain - Cerebellum;Brain - Frontal Cortex (BA9);Brain - Caudate (basal ganglia);Brain - Nucleus accumbens (basal ganglia);Brain - Putamen (basal ganglia);Brain - Hypothalamus;Brain - Spinal cord (cervical c-1);Brain - Hippocampus;Brain - Anterior cingulate cortex (BA24);Brain - Cerebellar Hemisphere;Brain - Substantia nigra;Brain - Amygdala
248;448;246;101;103;51;120;248;41;87;446;81;36
253;453;253;92;87;48;120;238;54;83;448;95;44
242;445;269;95;94;45;118;243;51;85;439;102;39
236;441;240;94;73;41;121;257;60;84;428;97;43
241;461;238;80;81;40;121;241;47;84;442;93;41
244;443;246;92;90;49;119;250;61;91;436;103;40
246;428;255;96;100;51;124;252;45;95;416;100;42
245;465;237;87;86;38;111;240;51;78;452;87;30
226;449;242;91;82;45;118;235;57;88;435;96;42
231;452;245;90;89;43;115;237;59;84;436;95;39
234;461;254;86;78;31;110;239;51;86;446;90;37
245;457;247;91;79;46;110;246;52;84;441;94;40
246;446;253;87;86;46;128;249;52;82;441;96;43
244;452;238;87;88;47;126;252;52;77;439;96;38
252;466;249;86;88;41;117;227;41;77;454;80;35
250;441;243;82;88;45;126;233;53;92;441;89;40
252;446;254;90;95;41;123;237;47;92;432;91;40
254;448;244;99;97;48;124;246;42;80;437;94;34
257;459;250;82;86;38;123;241;53;84;451;90;34
241;438;256;94;85;49;111;232;46;78;439;96;39
238;457;244;88;83;46;114;239;43;82;450;90;42
249;446;258;101;92;44;104;251;54;89;429;92;37
214;465;236;82;83;35;125;227;44;82;455;94;41
251;454;252;98;89;41;122;250;56;85;442;98;47
244;458;249;94;87;46;115;249;60;81;444;104;35
224;448;222;91;83;44;122;251;52;79;436;99;43
245;437;247;96;88;45;121;247;55;89;429;102;38
257;442;259;93;87;40;128;241;40;92;445;89;36
247;441;250;93;90;45;122;241;47;93;429;99;38
237;476;242;78;73;35;106;250;55;64;464;89;32
249;468;248;88;84;41;113;240;54;79;458;93;37
242;444;247;82;81;49;109;260;45;82;439;98;38
240;444;242;95;90;46;124;233;54;87;433;97;44
244;452;270;80;87;42;104;239;55;79;446;86;40
240;456;240;84;80;42;134;261;57;77;446;93;34
238;454;232;94;87;45;112;237;47;77;444;100;31
247;448;259;96;92;49;124;239;43;92;434;95;39
251;464;247;94;90;50;104;227;53;83;444;86;51
249;426;242;92;93;43;138;258;59;90;416;99;44
251;444;244;86;83;47;117;241;50;74;428;104;35
244;440;241;110;101;55;127;242;51;90;424;107;38
249;448;245;85;84;40;129;243;54;87;440;91;41
232;453;229;85;80;40;130;253;52;80;439;105;42
231;468;225;75;71;38;116;242;48;74;451;101;30
251;453;254;92;88;45;112;234;50;90;440;93;43
226;444;228;96;82;53;123;247;55;76;432;105;37
233;471;246;91;85;42;96;241;46;71;458;85;33
251;470;244;76;86;35;107;242;39;79;462;79;35
228;462;241;78;76;40;128;244;54;81;448;99;32
229;449;245;76;81;37;118;246;50;77;441;99;38
243;457;239;94;89;41;131;235;62;73;438;99;31
243;435;250;89;85;44;126;266;55;83;419;112;32
234;464;224;73;84;36;112;257;48;78;448;95;35
233;459;246;93;84;42;108;229;41;75;441;84;39
248;455;250;93;86;40;118;230;47;93;443;86;41
259;440;260;100;101;54;118;233;57;90;428;87;48
250;452;242;80;87;41;128;232;47;83;444;88;39
250;446;255;98;82;41;131;246;52;74;433;93;40
251;443;254;103;83;52;128;257;49;81;432;104;50
238;439;243;92;87;56;107;244;50;82;428;87;39
236;460;230;83;81;43;127;249;50;78;447;91;42
235;477;247;83;77;36;109;210;33;74;478;78;28
234;471;216;83;79;45;105;247;42;72;459;89;37
237;449;227;88;87;46;120;249;59;85;442;94;38
223;460;236;71;75;36;125;244;39;65;453;93;25
225;460;227;95;94;36;124;231;62;79;441;87;35
232;462;230;75;71;38;112;245;52;79;446;97;38
224;450;246;92;86;48;122;250;46;77;439;99;38
240;439;246;101;91;48;121;260;46;86;426;109;47
243;457;244;100;86;49;110;247;50;71;449;100;40
260;443;255;94;93;46;117;229;57;95;427;88;39
253;464;238;87;84;46;104;242;50;92;447;86;39
235;458;247;87;92;41;117;231;50;76;439;95;35
250;457;248;85;76;40;120;246;55;82;447;94;41
231;465;230;77;81;35;120;246;47;74;458;109;33
255;460;244;91;85;45;127;229;49;83;444;88;38
241;454;235;77;70;41;115;253;58;78;445;104;42
235;461;241;84;82;40;119;239;44;71;448;96;29
256;436;265;99;92;58;115;240;52;92;432;95;42
235;446;252;96;82;53;131;268;58;73;437;103;39
235;462;240;83;82;44;123;241;46;81;456;83;40
239;439;244;94;86;48;126;240;54;84;429;101;37
238;450;247;85;84;40;117;267;53;93;442;104;45
222;464;215;72;73;32;134;254;52;67;457;104;28
250;450;243;88;98;47;123;233;52;79;437;91;39
238;459;238;85;95;39;115;231;48;76;455;91;33
243;449;247;90;92;44;118;233;52;86;439;96;42
233;443;245;91;96;46;118;254;48;72;441;103;41
251;456;256;91;87;46;112;234;42;75;452;84;39
258;465;251;82;82;40;125;239;46;84;453;93;37
224;466;230;89;85;37;109;237;54;71;461;89;35
226;448;248;83;79;46;119;242;29;87;445;95;34
254;469;254;70;58;30;116;251;39;81;454;87;33
244;458;259;81;86;41;124;246;49;76;447;89;39
242;463;238;84;92;41;104;242;51;80;451;87;30
235;466;250;97;86;46;111;240;45;78;453;98;35
249;438;255;96;103;42;108;236;59;98;428;95;44
235;452;250;94;90;48;117;252;55;84;440;103;36
228;452;232;77;78;43;118;258;47;73;443;97;38
228;467;235;78;78;45;115;233;48;74;456;93;39
245;443;256;96;87;41;110;244;46;86;433;91;37
238;457;231;89;83;41;122;244;43;74;443;97;33
231;458;228;81;84;41;113;235;52;77;456;92;41
237;425;238;91;84;46;128;253;67;82;421;101;44
246;446;239;98;99;42;144;247;48;81;427;89;37
239;456;244;87;85;35;112;238;53;72;444;90;35
240;465;243;89;90;49;105;221;47;86;451;91;39
251;438;243;96;84;46;119;242;53;89;428;106;41
235;461;235;89;90;40;116;248;41;80;448;105;40
245;444;232;97;89;53;126;255;42;78;434;108;37
245;465;250;85;77;38;124;240;53;83;449;92;43
243;469;261;86;86;39;126;220;52;91;460;82;38
245;460;249;83;75;52;110;244;50;76;445;95;44
230;454;234;87;79;40;130;243;56;81;438;98;43
256;454;242;88;93;43;130;233;49;73;439;98;38
233;451;243;75;78;37;130;261;58;76;435;107;36
243;461;255;82;81;39;120;235;53;74;448;104;39
243;441;252;90;89;45;130;250;51;86;422;108;40
224;461;253;83;82;43;105;243;48;79;447;91;35
241;447;238;91;95;43;131;231;58;87;437;92;39
240;450;250;94;97;36;128;247;52;83;436;95;38
253;452;261;88;82;42;123;236;52;99;445;90;50
244;453;236;102;93;44;118;227;50;85;442;94;42
251;459;265;90;92;46;96;222;48;84;450;86;33
235;445;244;92;85;40;126;233;52;81;441;94;50
258;445;265;83;80;42;127;239;57;99;429;102;42
223;444;239;89;85;39;127;253;50;84;435;99;40
229;452;248;86;72;44;112;246;56;81;446;96;37
228;441;237;102;100;48;116;245;57;78;426;95;44
237;451;256;86;90;32;115;246;51;82;438;90;43
235;463;230;90;75;43;116;249;47;76;452;98;38
244;452;252;85;85;43;124;241;53;80;436;99;33
240;435;249;88;91;43;126;235;54;90;430;94;36
249;439;270;97;95;50;117;234;48;89;429;91;43
241;459;246;94;79;39;119;226;50;74;454;87;33
250;459;226;99;94;51;111;232;60;81;442;99;46
244;439;255;95;81;50;136;255;51;83;430;96;41
224;455;247;86;79;46;108;264;50;60;445;95;31
230;462;240;94;79;47;121;239;59;81;446;101;39
230;443;231;97;86;45;124;246;52;72;423;102;45
236;461;235;87;82;41;122;239;41;80;457;92;38
240;453;252;85;101;46;118;243;30;87;449;87;39
257;457;261;88;87;41;116;227;46;90;444;85;44
236;452;237;91;75;41;106;240;54;84;435;98;40
234;456;243;89;84;46;114;228;49;83;453;94;42
237;436;242;87;74;51;124;255;59;80;430;111;39
248;448;244;81;79;37;136;249;49;79;445;102;35
247;450;250;87;89;49;114;238;55;84;443;94;35
241;455;226;94;98;39;105;228;47;78;440;92;28
230;454;251;85;78;38;125;255;54;80;443;103;36
235;449;247;89;84;39;121;252;60;78;434;99;44
248;461;240;88;72;44;110;252;48;78;462;90;34
239;440;238;105;92;47;121;253;57;91;432;91;46
239;449;246;86;86;37;115;240;56;92;443;91;42
232;456;260;86;81;45;116;239;62;91;442;100;45
238;451;240;104;88;55;120;236;51;77;436;100;36
257;453;244;82;83;44;126;224;44;87;447;97;40
248;440;232;84;82;44;123;264;58;86;429;113;49
252;460;242;84;84;41;117;240;57;85;451;90;42
247;439;241;87;81;49;122;244;59;85;421;105;45
253;437;241;94;87;44;139;253;58;84;425;114;47
232;449;233;89;83;45;119;254;53;83;431;105;43
224;450;240;85;73;44;118;258;48;79;441;95;36
242;450;258;102;94;50;113;237;45;85;434;89;39
225;462;244;80;88;41;113;235;48;74;456;87;34
241;465;229;78;73;39;119;250;52;73;450;104;38
250;448;240;92;89;45;127;237;49;80;432;107;42
268;448;262;90;85;41;117;237;53;99;436;98;44
222;441;229;104;94;55;126;257;54;72;438;104;42
250;455;250;84;75;44;133;246;43;87;445;94;37
249;435;229;110;97;54;137;229;57;88;424;101;45
250;454;236;87;97;45;114;230;47;86;448;98;40
217;458;245;83;79;41;127;254;53;80;444;96;47
239;434;248;101;76;52;129;251;53;97;423;105;45
245;449;230;82;85;39;124;236;55;88;443;93;38
247;447;244;88;75;45;128;247;49;83;436;104;41
245;465;246;82;82;44;107;226;48;87;456;89;42
219;443;239;92;81;49;122;241;46;70;436;108;43
237;448;248;81;74;39;127;242;62;83;435;102;41
247;453;244;88;81;49;111;229;47;74;436;93;35
245;446;256;92;75;46;128;249;53;75;437;111;41
241;445;258;89;91;45;133;234;47;83;438;100;39
234;443;251;91;97;47;146;251;50;80;436;101;46
253;440;241;90;82;46;129;250;53;94;429;96;41
250;441;260;106;100;56;131;247;48;93;434;82;43
241;447;247;94;79;45;135;234;48;79;433;96;35
233;461;243;83;79;38;121;230;49;69;456;85;37
249;463;239;85;85;42;101;227;49;79;449;82;36
248;446;252;101;97;45;124;220;52;89;433;98;38
231;466;238;84;87;44;107;250;46;80;450;81;39
253;450;273;88;91;41;122;240;51;93;442;98;34
221;453;222;80;64;41;126;264;53;75;441;102;33
240;440;249;98;80;51;126;242;54;89;431;96;48
243;461;254;80;88;38;103;217;48;86;452;77;38
251;443;248;82;79;46;118;242;49;91;438;93;37
233;456;247;84;79;42;117;242;47;84;445;86;39
234;471;246;76;77;35;116;236;51;78;460;84;37
241;448;231;85;74;37;119;251;48;78;442;95;38
225;447;238;81;88;41;114;249;49;80;437;99;43
227;469;243;85;76;40;111;226;67;68;451;90;49
245;440;244;100;94;50;129;239;48;87;442;92;44
237;452;238;89;90;51;117;237;56;69;441;103;48
248;448;227;92;90;45;117;231;48;79;438;100;38
235;451;246;72;68;34;104;243;41;77;443;97;33
230;450;222;80;77;45;111;255;56;71;437;107;35
242;449;261;97;86;51;119;239;48;93;434;95;41
229;459;238;75;83;39;114;243;43;71;450;99;32
246;449;240;96;93;43;121;231;45;80;434;103;42
222;453;231;92;84;39;119;242;50;81;441;96;32
238;452;239;98;83;51;120;223;49;75;445;97;40
246;439;248;103;83;57;127;238;56;93;423;101;40
220;465;217;93;89;43;113;236;51;64;449;94;41
227;465;239;91;76;40;122;247;52;87;448;91;35
246;441;231;85;78;43;120;242;65;89;427;116;48
231;449;234;92;84;46;124;241;43;74;438;103;34
229;459;240;87;84;46;118;227;43;82;455;90;37
242;448;243;91;90;44;118;244;46;81;441;98;30
237;453;243;81;81;46;121;249;42;75;447;95;42
255;448;251;91;95;40;129;237;59;90;441;106;40
221;451;237;86;91;43;137;265;47;79;440;105;39
276;441;270;104;93;48;133;235;59;105;424;102;42
236;438;231;100;76;51;127;257;59;82;425;106;40
244;460;236;95;96;45;122;236;57;87;446;89;45
222;460;243;85;86;45;117;251;46;64;442;96;29
256;447;251;87;95;42;133;235;54;86;432;94;48
230;455;222;84;83;42;125;243;47;76;445;105;33
232;458;224;83;77;42;122;237;47;84;446;96;38
237;458;236;87;73;42;122;244;43;73;450;108;38
235;457;248;92;86;39;122;228;43;79;456;89;36
236;435;252;100;100;48;123;241;62;99;428;92;37
234;463;237;85;87;45;118;235;55;78;448;90;41
236;450;243;88;84;43;123;238;45;81;449;93;38
239;457;228;91;90;44;113;249;49;73;450;92;38
237;457;247;86;84;42;118;244;49;90;447;94;34
236;433;234;107;100;45;121;245;58;95;422;103;45
255;457;253;91;93;49;127;238;49;81;443;93;41
237;442;255;93;94;50;124;227;50;85;438;97;43
227;464;244;86;77;35;114;241;54;75;450;94;32
241;456;240;87;90;44;119;237;42;82;453;89;35
240;450;242;86;73;48;116;253;47;75;434;89;31
234;453;237;94;86;47;110;241;47;73;448;87;33
238;461;224;93;84;47;132;243;38;76;454;94;29
249;457;254;83;86;37;108;237;47;73;440;84;40
241;458;224;86;89;40;116;244;51;68;443;100;38
238;451;237;89;91;39;127;252;52;76;436;96;41
254;435;249;83;78;38;131;239;56;83;433;91;37
246;448;247;91;83;40;122;242;41;83;436;87;43
241;458;245;87;84;47;110;228;46;78;447;98;39
245;473;250;89;82;44;119;233;51;73;458;84;37
246;458;244;81;75;29;111;244;61;82;440;88;42
234;451;238;90;93;46;123;251;45;91;441;102;47
250;450;239;94;87;48;119;230;57;82;437;92;40
235;447;219;86;71;50;108;246;59;74;440;99;32
229;449;225;96;91;49;112;260;46;79;434;99;36
233;457;251;84;90;47;108;245;45;81;447;94;43
233;447;249;70;79;40;123;266;48;75;445;96;37
233;443;238;96;83;52;128;245;60;84;435;105;39
234;470;243;74;76;32;112;243;46;93;456;106;34
249;435;261;94;86;43;120;238;54;88;422;101;41
236;441;246;79;75;38;123;256;62;88;432;106;40
236;439;232;92;90;45;119;248;57;77;436;102;39
221;470;245;68;63;34;122;244;45;64;466;94;31
252;445;262;102;95;47;126;241;53;88;434;92;39
228;463;239;75;82;38;126;247;49;76;452;92;36
248;461;245;86;84;44;130;238;47;79;447;94;41
236;456;251;74;80;39;133;252;49;82;446;96;38
228;468;246;77;86;39;109;234;37;72;455;83;29
233;457;229;92;91;49;115;236;49;85;444;92;43
229;454;234;79;79;41;104;253;50;72;448;102;35
231;451;236;88;80;44;129;241;49;80;443;102;32
254;444;249;85;87;52;105;247;56;84;441;93;45
251;441;247;94;95;46;134;240;58;94;426;93;54
226;460;246;91;91;47;121;238;54;75;451;84;41
232;442;245;94;76;51;122;233;47;77;435;92;31
238;443;248;106;97;48;124;250;51;78;430;102;43
256;466;240;95;89;44;105;258;59;81;449;99;38
235;439;247;104;98;52;133;248;51;85;421;113;46
224;439;242;104;100;50;132;258;59;77;427;107;37
226;460;222;91;93;52;128;256;46;68;446;101;43
250;449;233;96;97;39;129;237;44;81;447;102;38
251;454;257;93;79;43;134;246;58;89;438;98;43
251;451;261;73;82;41;129;238;48;88;436;92;37
236;466;245;90;79;47;121;239;53;81;449;96;38
240;446;226;97;87;47;125;250;53;92;432;102;40
254;454;264;93;92;42;113;223;51;79;435;95;35
238;458;246;95;86;48;132;240;57;90;445;96;44
264;449;260;93;91;47;123;242;46;93;436;100;43
244;453;252;93;84;45;129;254;52;80;436;104;36
241;436;244;93;83;40;125;240;56;81;424;101;38
234;456;227;87;88;44;119;263;46;78;447;100;25
249;461;241;84;83;40;109;233;42;72;451;95;34
233;443;248;94;79;50;129;256;55;73;429;109;39
216;463;238;83;72;47;126;246;47;67;454;97;38
224;443;248;101;79;48;115;258;53;93;434;114;39
237;467;239;82;82;37;128;247;57;76;448;96;46
244;458;243;85;92;46;126;224;51;82;448;93;38
241;452;235;81;89;44;115;250;44;74;438;98;35
244;460;243;96;96;47;125;228;49;94;442;96;33
237;456;255;101;100;55;121;236;55;90;449;94;35
238;450;234;95;84;44;117;244;52;76;443;96;38
233;454;246;85;79;36;120;241;46;78;446;87;36
218;449;234;90;91;46;131;256;47;60;443;99;36
227;437;237;98;89;56;125;256;46;85;436;111;43
241;459;238;91;87;40;122;242;47;88;444;98;41
219;464;240;90;89;48;108;233;48;81;458;89;44
249;446;248;94;85;51;120;233;55;87;435;110;41
229;458;240;82;76;43;112;242;43;79;446;94;35
247;451;250;79;73;37;121;245;61;81;438;107;37
256;440;248;87;79;48;120;237;58;91;435;101;45
241;432;248;96;89;45;121;253;53;83;418;96;42
246;461;262;78;88;40;109;247;44;82;453;84;35
256;446;257;89;88;44;127;241;45;95;438;92;44
236;453;244;85;70;46;112;255;52;76;440;106;40
237;439;238;96;84;42;116;248;52;84;427;104;40
240;469;239;79;79;45;105;256;40;74;449;86;29
237;421;247;107;97;51;144;253;61;90;413;99;49
243;448;260;93;93;47;124;238;57;91;433;91;41
244;455;243;97;78;56;100;243;48;82;441;98;33
264;447;265;89;88;42;111;240;49;92;431;92;38
239;440;237;97;91;49;122;251;51;86;429;93;45
239;450;249;86;88;45;120;232;53;84;432;102;34
243;441;248;88;81;37;125;258;49;82;436;98;43
235;441;250;110;91;59;128;236;53;88;438;97;40
223;440;241;107;107;56;119;241;55;90;433;101;46
253;458;256;89;89;43;123;230;56;82;443;83;40
244;451;250;89;85;42;109;223;49;86;448;82;37
248;463;240;84;76;39;124;246;48;77;450;101;41
232;455;231;90;80;42;127;228;50;76;449;93;36
252;452;242;80;78;38;113;255;45;82;445;99;33
237;451;234;83;70;45;113;258;49;74;441;109;36
234;450;242;98;102;51;128;253;52;77;445;97;40
242;448;245;73;70;39;114;252;54;83;436;105;40
260;450;234;100;83;48;121;236;54;88;433;97;54
253;459;260;94;92;37;115;229;63;88;452;95;35
216;436;225;106;88;53;127;263;61;70;415;111;32
242;451;251;90;91;54;111;245;49;73;436;91;34
249;452;255;83;84;40;120;242;60;83;442;102;42
247;472;236;77;75;42;118;219;40;79;463;90;35
255;449;249;81;80;36;120;247;48;79;433;105;33
240;449;266;98;82;40;121;244;59;83;435;92;34
269;465;252;102;95;53;114;225;57;84;450;79;44
236;438;248;96;94;52;124;234;56;85;431;96;45
229;455;244;78;88;35;128;251;45;71;448;94;34
249;439;256;90;101;41;117;244;49;87;428;87;40
242;473;238;71;67;30;113;247;47;77;463;85;32
243;445;258;86;91;44;111;250;59;88;434;100;35
236;451;244;93;89;41;119;237;40;85;447;86;31
242;457;244;84;86;42;120;252;55;73;446;94;38
248;436;247;96;87;55;130;238;52;90;430;103;42
226;450;238;80;90;37;123;247;60;74;448;100;44
234;458;247;84;77;35;117;242;54;80;448;106;42
237;441;253;103;104;53;111;237;51;81;435;100;41
258;442;238;92;79;53;135;252;53;79;425;111;36
231;449;237;85;87;46;118;246;43;81;435;90;37
253;448;256;90;89;45;127;244;69;82;432;102;45
249;445;239;107;100;53;116;238;43;84;436;89;36
266;453;274;96;88;53;116;227;46;88;444;89;41
223;445;233;82;78;36;128;266;57;78;432;112;44
254;446;251;88;92;40;126;245;57;81;435;101;43
244;460;253;94;90;47;106;238;52;85;454;83;43
230;448;230;99;82;53;134;252;57;78;443;109;40
225;449;235;97;80;52;130;250;58;71;432;106;34
226;462;236;94;79;42;122;259;48;85;444;94;36
226;444;243;88;83;49;120;251;48;76;441;104;42
239;450;242;93;85;45;121;247;49;77;440;86;49
253;460;246;88;83;50;121;229;41;76;450;92;32
244;453;257;89;75;41;128;251;50;95;444;92;35
226;431;249;87;87;40;135;256;55;81;425;107;40
248;459;244;87;75;37;110;238;47;80;449;84;38
233;456;220;81;85;31;129;248;54;75;445;99;36
238;453;251;87;85;44;121;240;52;78;438;90;38
238;461;236;84;74;35;123;235;51;70;447;97;37
228;464;228;81;77;40;119;246;49;72;452;98;34
221;451;210;88;82;39;129;256;56;77;442;100;39
247;450;249;95;93;47;120;232;43;82;439;100;37
237;458;237;97;94;49;118;244;52;80;445;90;42
237;450;232;96;82;43;123;255;49;79;439;103;33
241;439;237;96;97;45;123;237;44;94;431;99;43
236;448;228;99;85;47;104;244;58;93;441;95;42
250;453;259;95;87;37;116;240;49;92;443;84;36
245;449;243;101;91;46;107;240;45;83;441;99;40
227;455;243;90;79;46;126;246;52;78;443;90;36
247;440;254;91;82;41;140;231;66;94;429;95;46
213;447;223;82;84;38;122;250;51;74;440;97;37
246;454;252;84;81;34;134;243;58;92;432;100;45
213;452;239;79;80;35;118;259;47;86;446;101;37
232;442;252;92;88;48;133;263;63;80;431;109;50
237;447;228;83;88;39;148;243;53;90;435;104;39
239;463;243;94;106;42;118;239;35;80;451;81;37
235;465;245;81;78;43;111;230;41;83;461;98;26
254;462;257;88;86;36;116;220;38;86;452;84;43
239;459;241;82;85;35;125;264;46;86;446;94;36
229;460;238;76;90;41;124;238;52;81;455;90;42
251;438;245;99;94;42;122;251;54;90;430;99;42
236;461;230;88;88;53;118;247;45;72;449;103;38
227;437;225;99;88;48;123;265;47;80;427;103;43
229;462;236;87;87;43;112;238;51;82;449;88;41
241;449;237;94;94;49;118;236;52;90;439;97;50
232;462;231;90;77;43;123;247;38;76;434;99;38
227;460;226;91;77;43;113;245;53;74;446;93;40
240;463;236;87;77;39;131;245;46;84;453;93;38
237;448;241;91;82;46;122;246;57;83;438;98;42
233;449;237;87;82;44;123;234;58;85;450;97;36
234;475;238;87;83;40;122;222;58;84;458;82;44
230;457;233;94;84;47;112;244;48;74;438;107;34
255;444;254;93;87;46;133;228;50;97;433;95;40
245;448;247;97;91;48;112;237;58;79;433;98;41
238;476;239;79;79;42;120;236;36;69;462;87;24
241;450;234;93;89;45;130;250;50;83;433;89;44
241;456;245;86;81;47;127;236;49;73;448;102;39
248;437;260;84;90;37;117;231;51;94;430;89;45
239;452;252;102;87;58;123;234;48;79;429;100;46
221;470;225;89;81;45;116;241;45;64;453;97;35
235;456;243;90;86;41;124;256;40;77;441;96;49
230;453;236;80;81;44;117;246;51;76;438;96;37
250;467;238;93;89;49;104;246;44;82;449;87;44
244;468;238;77;71;43;105;247;48;70;458;100;36
242;478;227;77;70;41;113;243;38;71;465;79;41
234;443;235;92;94;43;121;240;48;77;434;106;36
230;455;234;100;94;56;136;237;53;85;431;97;48
247;439;249;91;85;48;119;268;59;100;429;97;40
232;452;248;96;88;43;119;227;56;86;440;96;39
227;458;244;82;70;38;122;256;51;77;451;100;45
240;461;237;86;92;45;114;252;46;71;449;99;40
235;442;244;84;82;43;121;246;50;84;441;96;45
246;453;239;90;85;36;121;242;52;86;443;97;41
242;457;247;89;93;40;117;246;46;81;440;100;43
267;454;251;100;90;52;121;237;63;79;442;107;47
251;453;243;87;105;38;114;252;44;80;449;88;42
255;452;247;94;81;48;113;261;60;90;439;103;43
240;446;234;89;79;47;122;257;55;80;434;102;36
248;452;256;88;79;48;120;245;48;82;437;85;38
240;458;235;87;88;41;115;237;45;88;448;84;32
234;470;242;81;90;38;107;228;47;76;449;72;35
221;463;232;93;85;46;126;233;39;85;456;97;37
246;457;260;84;74;42;118;232;48;82;441;96;33
242;450;246;91;92;51;131;251;56;79;441;92;46
247;455;229;102;100;46;123;242;52;89;449;92;43
226;459;228;86;78;42;115;251;48;77;448;87;33
237;438;244;97;92;55;110;258;53;81;426;106;39
237;469;237;82;75;44;119;249;46;78;453;100;44
258;443;260;89;97;43;120;242;52;88;437;101;42
234;465;233;88;77;49;123;240;55;75;448;103;35
243;457;249;92;79;46;127;240;50;89;441;95;40
244;458;242;94;81;48;114;235;42;87;448;86;38
243;445;238;90;90;38;128;256;50;84;427;104;37
251;464;248;85;75;39;127;258;46;80;455;89;34
233;448;250;87;76;34;112;246;57;94;443;100;39
243;444;244;91;82;45;130;242;55;86;433;97;37
258;449;264;80;89;36;122;236;55;89;444;89;39
242;458;252;96;91;49;116;241;47;89;447;93;42
243;446;253;82;92;42;136;256;55;90;444;99;45
241;454;260;89;87;38;116;222;41;96;442;70;36
230;431;250;92;90;42;114;245;45;82;422;94;38
241;458;241;98;102;48;114;240;44;84;453;81;34
245;460;218;94;87;48;120;244;54;68;449;88;30
229;450;233;85;89;51;119;242;51;77;436;96;39
247;441;251;101;97;49;126;250;52;93;425;108;37
262;440;245;102;99;49;129;238;57;93;425;96;45
